index;nome;grupo;logo;url
1203;TC Premium HD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/a/a1/Telecine_Premium_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222602.ts
1204;TC Premium HD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/a/a1/Telecine_Premium_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222601.ts
1205;TC Premium FHD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/a/a1/Telecine_Premium_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222600.ts
1206;TC Pipoca SD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/2/2f/Telecine_Pipoca_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222599.ts
1207;TC Pipoca HD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/2/2f/Telecine_Pipoca_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222598.ts
1208;TC Pipoca FHD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/2/2f/Telecine_Pipoca_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222597.ts
1209;TC Pipoca FHD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/2/2f/Telecine_Pipoca_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222596.ts
1210;Tc Fun SD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/f/f8/Telecine_Fun_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222595.ts
1211;TC Fun HD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/f/f8/Telecine_Fun_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222594.ts
1212;TC Fun HD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/f/f8/Telecine_Fun_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222593.ts
1213;TC Fun FHD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/f/f8/Telecine_Fun_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222592.ts
1214;TC Fun FHD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/f/f8/Telecine_Fun_%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222591.ts
1215;TC Cult SD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/9/9a/Telecine_Cult%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222590.ts
1216;TC Cult HD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/9/9a/Telecine_Cult%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222589.ts
1217;TC Cult HD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/9/9a/Telecine_Cult%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222588.ts
1218;TC Cult FHD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/9/9a/Telecine_Cult%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222587.ts
1219;TC Cult FHD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/9/9a/Telecine_Cult%282021%29.png;http://alphaboxapp3.click:80/878698658teste/181506425/222586.ts
1220;TC Action SD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/5/59/TelecineAction2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/222585.ts
1221;TC Action HD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/5/59/TelecineAction2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/222584.ts
1222;TC Action FHD²;TELECINE;https://upload.wikimedia.org/wikipedia/commons/5/59/TelecineAction2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/222583.ts
1223;TC Action FHD;TELECINE;https://upload.wikimedia.org/wikipedia/commons/5/59/TelecineAction2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/222582.ts
1224;Apple TV 03;CANAIS APPLE TV;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Apple_TV_Plus_Logo.svg/960px-Apple_TV_Plus_Logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/222379.ts
1225;Apple TV 02;CANAIS APPLE TV;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Apple_TV_Plus_Logo.svg/960px-Apple_TV_Plus_Logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/222377.ts
1226;Apple TV 01;CANAIS APPLE TV;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Apple_TV_Plus_Logo.svg/960px-Apple_TV_Plus_Logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/222376.ts
1233;OneFootball 04;⚽ OneFootball;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/OFLOGO.png/960px-OFLOGO.png;http://alphaboxapp3.click:80/878698658teste/181506425/222148.ts
1234;OneFootball 03;⚽ OneFootball;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/OFLOGO.png/960px-OFLOGO.png;http://alphaboxapp3.click:80/878698658teste/181506425/222147.ts
1235;OneFootball 02;⚽ OneFootball;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/OFLOGO.png/960px-OFLOGO.png;http://alphaboxapp3.click:80/878698658teste/181506425/222146.ts
1236;OneFootball 01;⚽ OneFootball;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/OFLOGO.png/960px-OFLOGO.png;http://alphaboxapp3.click:80/878698658teste/181506425/222145.ts
1237;Eleven Sports 05;⚽ ELEVEN SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eleven_Sports.png/960px-Eleven_Sports.png;http://alphaboxapp3.click:80/878698658teste/181506425/222018.ts
1238;Eleven Sports 04;⚽ ELEVEN SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eleven_Sports.png/960px-Eleven_Sports.png;http://alphaboxapp3.click:80/878698658teste/181506425/222017.ts
1239;Eleven Sports 03;⚽ ELEVEN SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eleven_Sports.png/960px-Eleven_Sports.png;http://alphaboxapp3.click:80/878698658teste/181506425/222016.ts
1240;Eleven Sports 02;⚽ ELEVEN SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eleven_Sports.png/960px-Eleven_Sports.png;http://alphaboxapp3.click:80/878698658teste/181506425/222015.ts
1241;Eleven Sports 01;⚽ ELEVEN SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eleven_Sports.png/960px-Eleven_Sports.png;http://alphaboxapp3.click:80/878698658teste/181506425/222014.ts
1242;Nsports 03;⚽ NSports;https://upload.wikimedia.org/wikipedia/pt/3/32/NSports.jpg;http://alphaboxapp3.click:80/878698658teste/181506425/221865.ts
1243;Nsports 02;⚽ NSports;https://upload.wikimedia.org/wikipedia/pt/3/32/NSports.jpg;http://alphaboxapp3.click:80/878698658teste/181506425/221864.ts
1244;Nsports 01;⚽ NSports;https://upload.wikimedia.org/wikipedia/pt/3/32/NSports.jpg;http://alphaboxapp3.click:80/878698658teste/181506425/221863.ts
1245;Canal GOAT III;⚽ GOAT;;http://alphaboxapp3.click:80/878698658teste/181506425/221762.ts
1246;Canal GOAT II;⚽ GOAT;;http://alphaboxapp3.click:80/878698658teste/181506425/221761.ts
1247;Canal GOAT I;⚽ GOAT;;http://alphaboxapp3.click:80/878698658teste/181506425/221760.ts
1248;DAZN 5 HD;⚽ CONMEBOL / DAZN;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/DAZN_Logo_Master.svg/500px-DAZN_Logo_Master.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/221200.ts
1249;DAZN 4 HD;⚽ CONMEBOL / DAZN;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/DAZN_Logo_Master.svg/500px-DAZN_Logo_Master.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/221199.ts
1250;DAZN 3 HD;⚽ CONMEBOL / DAZN;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/DAZN_Logo_Master.svg/500px-DAZN_Logo_Master.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/221198.ts
1251;DAZN 2 HD;⚽ CONMEBOL / DAZN;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/DAZN_Logo_Master.svg/500px-DAZN_Logo_Master.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/221197.ts
1252;DAZN 1 HD;⚽ CONMEBOL / DAZN;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/DAZN_Logo_Master.svg/500px-DAZN_Logo_Master.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/221196.ts
1253;SPORTYNET 04;⚽ SPORTYNET;https://upload.wikimedia.org/wikipedia/commons/6/6d/SportyNet.png;http://alphaboxapp3.click:80/878698658teste/181506425/221110.ts
1254;SPORTYNET 03;⚽ SPORTYNET;https://upload.wikimedia.org/wikipedia/commons/6/6d/SportyNet.png;http://alphaboxapp3.click:80/878698658teste/181506425/221109.ts
1255;SPORTYNET 02;⚽ SPORTYNET;https://upload.wikimedia.org/wikipedia/commons/6/6d/SportyNet.png;http://alphaboxapp3.click:80/878698658teste/181506425/221108.ts
1256;SPORTYNET 01;⚽ SPORTYNET;https://upload.wikimedia.org/wikipedia/commons/6/6d/SportyNet.png;http://alphaboxapp3.click:80/878698658teste/181506425/221107.ts
1257;CAZE TV 6;⚽ CAZE TV;https://upload.wikimedia.org/wikipedia/pt/2/22/Logotipo_da_Caz%C3%A9TV.png?20240804064650;http://alphaboxapp3.click:80/878698658teste/181506425/220548.ts
1258;CAZE TV 5;⚽ CAZE TV;https://upload.wikimedia.org/wikipedia/pt/2/22/Logotipo_da_Caz%C3%A9TV.png?20240804064650;http://alphaboxapp3.click:80/878698658teste/181506425/220547.ts
1259;CAZE TV 4;⚽ CAZE TV;https://upload.wikimedia.org/wikipedia/pt/2/22/Logotipo_da_Caz%C3%A9TV.png?20240804064650;http://alphaboxapp3.click:80/878698658teste/181506425/220546.ts
1260;CAZÉ TV HD III;⚽ CAZE TV;https://upload.wikimedia.org/wikipedia/pt/2/22/Logotipo_da_Caz%C3%A9TV.png?20240804064650;http://alphaboxapp3.click:80/878698658teste/181506425/220542.ts
1261;CAZÉ TV HD II;⚽ CAZE TV;https://upload.wikimedia.org/wikipedia/pt/2/22/Logotipo_da_Caz%C3%A9TV.png?20240804064650;http://alphaboxapp3.click:80/878698658teste/181506425/220541.ts
1262;CAZÉ TV HD I;⚽ CAZE TV;https://upload.wikimedia.org/wikipedia/pt/2/22/Logotipo_da_Caz%C3%A9TV.png?20240804064650;http://alphaboxapp3.click:80/878698658teste/181506425/220540.ts
1263;TNT Sports 03;⚽ TNT SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/TNT_Sports_%282023%29.svg/960px-TNT_Sports_%282023%29.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/220395.ts
1264;TNT Sports 02;⚽ TNT SPORTS;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/TNT_Sports_%282023%29.svg/960px-TNT_Sports_%282023%29.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/220394.ts
1265;APPLE TV +;CANAIS APPLE TV;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Apple_TV_Plus_Logo.svg/960px-Apple_TV_Plus_Logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/220043.ts
1266;REDE FURACAO;⚽ PPV ESPORTES;;http://alphaboxapp3.click:80/878698658teste/181506425/220042.ts
1267;SporTV FHD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219380.ts
1268;SporTV FHD²;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219381.ts
1269;SporTV HD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219382.ts
1270;SporTV HD²;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219383.ts
1271;SporTV SD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219384.ts
1272;SporTV 4 HD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219379.ts
1273;SporTV 3 SD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219378.ts
1274;SporTV 3 HD²;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219377.ts
1275;SporTV 3 HD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219376.ts
1276;SporTV 3 FHD²;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219375.ts
1277;SporTV 3 FHD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219374.ts
1278;Sportv 2 SD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219373.ts
1279;SporTV 2 HD²;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219372.ts
1280;SporTV 2 HD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219371.ts
1281;SporTV 2 FHD²;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219370.ts
1282;SporTV 2 FHD;⚽ SPORTV;https://upload.wikimedia.org/wikipedia/commons/2/26/SporTV_2021.png;http://alphaboxapp3.click:80/878698658teste/181506425/219369.ts
1283;TVE Bahia FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217358.ts
1284;TV Pampa HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217357.ts
1285;TV Pampa FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217356.ts
1286;TV Justiça HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217355.ts
1287;TV Gazeta HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217354.ts
1288;TV Gazeta FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217353.ts
1289;Tv Diario SD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217351.ts
1290;Tv Diario HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217350.ts
1291;Tv Diario FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217349.ts
1292;TV Camara FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217348.ts
1293;TV Brasil HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217347.ts
1294;TV Brasil 2 HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217346.ts
1295;Terra Viva HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217345.ts
1296;Terra Viva FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217344.ts
1297;TBC Brasil Central GO HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217343.ts
1298;SescTV HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217338.ts
1299;TV Pantanal MS;VARIEDADES;;http://alphaboxapp3.click:80/878698658teste/181506425/217337.ts
1300;Rede TV SD;CANAIS ABERTOS;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/RedeTV-Logotipo.svg/250px-RedeTV-Logotipo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/217336.ts
1301;Rede TV HD;CANAIS ABERTOS;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/RedeTV-Logotipo.svg/250px-RedeTV-Logotipo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/217335.ts
1302;Rede TV FHD²;CANAIS ABERTOS;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/RedeTV-Logotipo.svg/250px-RedeTV-Logotipo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/217334.ts
1303;Rede TV FHD;CANAIS ABERTOS;https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/RedeTV-Logotipo.svg/250px-RedeTV-Logotipo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/217333.ts
1304;Rede Minas FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217332.ts
1305;Rede Brasil TV HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217331.ts
1306;RBTV HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217330.ts
1307;PR Turismo TV;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217327.ts
1308;Futura HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217324.ts
1309;Futura FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217323.ts
1310;COM Brasil TV FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217322.ts
1311;Central|Top TV HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217321.ts
1312;Canal Rural HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217320.ts
1313;Canal do Boi FHD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217319.ts
1314;AgroBrasil TV HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217318.ts
1315;Agro+ HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217317.ts
1316;Agro Canal HD;CANAIS ABERTOS;;http://alphaboxapp3.click:80/878698658teste/181506425/217316.ts
1317;Viva 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/1/14/Canal_Viva_2018_wordmark.svg;http://alphaboxapp3.click:80/878698658teste/181506425/214732.ts
1318;Universal 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214731.ts
1319;TNT Series 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/TNT_Logo_2016.svg/960px-TNT_Logo_2016.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/214730.ts
1320;TNT 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/TNT_Logo_2016.svg/960px-TNT_Logo_2016.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/214729.ts
1321;TC Premium 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Rede_Telecine.png/840px-Rede_Telecine.png;http://alphaboxapp3.click:80/878698658teste/181506425/214728.ts
1322;TC Pipoca 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Rede_Telecine.png/840px-Rede_Telecine.png;http://alphaboxapp3.click:80/878698658teste/181506425/214727.ts
1323;TC Action 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Rede_Telecine.png/840px-Rede_Telecine.png;http://alphaboxapp3.click:80/878698658teste/181506425/214726.ts
1324;SporTV UHD;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214724.ts
1325;SporTV 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214723.ts
1326;SporTV 3 UHD;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214721.ts
1327;SporTV 2 UHD;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214720.ts
1328;SBT SP 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/pt/thumb/4/41/Logotipo_do_SBT.svg/500px-Logotipo_do_SBT.svg.png?20150423190334;http://alphaboxapp3.click:80/878698658teste/181506425/214719.ts
1329;Rede TV! 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214718.ts
1330;Premiere Clubes UHD;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214717.ts
1331;Premiere 2 UHD;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214715.ts
1332;Multishow 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214714.ts
1333;Megapix 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214712.ts
1334;Jovem Pan News 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214710.ts
1335;HBO 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214709.ts
1336;GNT 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214708.ts
1337;ESPN 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214707.ts
1338;Discovery Turbo 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214705.ts
1339;Discovery H&H 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214704.ts
1340;Discovery Channel 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214703.ts
1341;Comedy Central 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/a/aa/Comedy_Central_2018.svg;http://alphaboxapp3.click:80/878698658teste/181506425/214702.ts
1342;Combate 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214700.ts
1343;CNN Brasil 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214699.ts
1344;Cartoon Network 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214698.ts
1345;Band Sports UHD;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/BandSports_logo.svg/960px-BandSports_logo.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/214697.ts
1346;Band SP 4K;CANAIS 4K;https://upload.wikimedia.org/wikipedia/commons/2/21/Rede_Bandeirantes_logo_2011.svg;http://alphaboxapp3.click:80/878698658teste/181506425/214694.ts
1347;AXN 4K;CANAIS 4K;;http://alphaboxapp3.click:80/878698658teste/181506425/214691.ts
1348;Jovem Pan News HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67352.ts
1349;Jovem Pan News FHD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67351.ts
1350;Euronews en Español HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67325.ts
1351;CNN Portugal HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67323.ts
1352;CNN Portugal FHD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67322.ts
1353;CNN Money HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67321.ts
1354;CNN Internacional HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67320.ts
1355;CNN Internacional FHD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67319.ts
1356;CNN Brasil SD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67315.ts
1357;CNN Brasil HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67314.ts
1358;CNN Brasil FHD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67313.ts
1359;CNBC Brasil HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67312.ts
1360;CNBC Brasil FHD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67311.ts
1361;Bloomberg HD;NOTÍCIAS;;http://alphaboxapp3.click:80/878698658teste/181506425/67308.ts
1362;Band News SD;NOTÍCIAS;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/67306.ts
1363;Band News HD;NOTÍCIAS;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/67305.ts
1364;Band News FHD;NOTÍCIAS;https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/BandNews_TV_logo_2010.svg/960px-BandNews_TV_logo_2010.svg.png;http://alphaboxapp3.click:80/878698658teste/181506425/67304.ts
1365;Record SP 4K;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58156.ts
1366;Record SP FHD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58157.ts
1367;Record SP HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58158.ts
1368;Record SP HD²;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58159.ts
1373;Record RJ HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58145.ts
1374;Record RJ FHD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58144.ts
1385;Record News SD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58134.ts
1386;Record News HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58133.ts
1387;Record News FHD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58132.ts
1400;Record Manaus HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58129.ts
1401;Record Goytacazes HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58127.ts
1402;Record Goiás HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58126.ts
1403;Record Correio PB HD;RECORD;https://upload.wikimedia.org/wikipedia/pt/1/10/Logotipo_da_Record.png?20190726203014;http://alphaboxapp3.click:80/878698658teste/181506425/58125.ts
